time	V(a,b)	I(V4)
4.648021428576077e-002	-2.115040e+002	-3.293442e+000
4.661478571433234e-002	-2.009375e+002	-3.247882e+000
4.674935714290390e-002	-1.898417e+002	-3.193926e+000
4.688392857147546e-002	-1.782164e+002	-3.131576e+000
4.701850000004702e-002	-1.660619e+002	-3.060830e+000
4.710050000004711e-002	-1.584866e+002	-3.014041e+000
4.711850000004712e-002	-1.568029e+002	-3.003382e+000
4.713650000004714e-002	-1.551123e+002	-2.992586e+000
4.715450000004716e-002	-1.534147e+002	-2.981653e+000
4.717250000004718e-002	-1.517100e+002	-2.970582e+000
4.719050000004720e-002	-1.499983e+002	-2.959375e+000
4.720850000004721e-002	-1.482796e+002	-2.948031e+000
4.722650000004723e-002	-1.465538e+002	-2.936550e+000
4.730292857147588e-002	-1.391369e+002	-2.886189e+000
4.737935714290453e-002	-1.316204e+002	-2.833547e+000
4.745578571433318e-002	-1.240042e+002	-2.778624e+000
4.753221428576182e-002	-1.162883e+002	-2.721420e+000
4.760864285719047e-002	-1.084728e+002	-2.661935e+000
4.768507142861912e-002	-1.005576e+002	-2.600169e+000
4.776150000004777e-002	-9.254278e+001	-2.536122e+000
4.812450000004813e-002	-5.361879e+001	-2.204713e+000
4.827064285719113e-002	-3.750075e+001	-2.058059e+000
4.841678571433414e-002	-2.139106e+001	-1.906355e+000
4.856292857147714e-002	-5.289705e+000	-1.749603e+000
4.870907142862014e-002	1.080331e+001	-1.587801e+000
4.885521428576314e-002	2.688797e+001	-1.420950e+000
4.900135714290615e-002	4.296430e+001	-1.249049e+000
4.914750000004915e-002	5.903228e+001	-1.072100e+000
4.914850000004915e-002	5.914083e+001	-1.070886e+000
4.925864285719212e-002	7.109130e+001	-9.356761e-001
4.936878571433509e-002	8.286934e+001	-7.994459e-001
4.947892857147806e-002	9.447494e+001	-6.621950e-001
4.958907142862102e-002	1.059081e+002	-5.239234e-001
4.969921428576399e-002	1.171688e+002	-3.846312e-001
4.980935714290696e-002	1.282571e+002	-2.443182e-001
4.991950000004992e-002	1.391730e+002	-1.029846e-001
4.999950000005000e-002	1.469165e+002	-6.397539e-004
5.000000000000000e-002	1.469645e+002	-4.987742e-015
